========================= 2019-03-22.23:38:45 ==========================
H: -5
5 factories.
W: 3,2,2,1,1,
g & q: 
5(0.3),3(0.4),1(0.3),
3(0.4),0(0.6),
7(0.6),3(0.1),2(0.3),
4(0.2),2(0.2),1(0.6),
2(0.5),0(0.5),
u: 
0.3[{5}], 0.4[{3}], 0.3[{1}], 
0.4[{3}], 0.6[{0}], 
0.6[{7}], 0.1[{3}], 0.3[{2}], 
0.2[{4}], 0.2[{2}], 0.6[{1}], 
0.5[{2}], 0.5[{0}], 
d & s: 
4(0.1),3(0.5),0(0.4),
2(0.4),1(0.2),0(0.4),
6(0.6),2(0.4),
4(0.2),2(0.5),0(0.3),
3(0.4),1(0.6),
w: 
0.1[{4}], 0.5[{3}], 0.4[{0}], 
0.4[{2}], 0.2[{1}], 0.4[{0}], 
0.6[{6}], 0.4[{2}], 
0.2[{4}], 0.5[{2}], 0.3[{0}], 
0.4[{3}], 0.6[{1}], 
c: 
10(0.5),4(0.4),0(0.1),

#	Permutation	R				SR				MR
87	43251		0.1563328000	0.6931542592	0.7401181984
88	43512		0.1824768000	0.7188593472	0.7517772768
89	43521		0.1722720000	0.6972833568	0.7400404320
90	45123		0.2633514880	0.7496779072	0.7977073888
91	45132		0.2781608320	0.7617005488	0.8052864352
92	45213		0.1729173760	0.6962851600	0.7485846112
93	45231		0.1649167360	0.6768139264	0.7439259232
94	45312		0.3986583040	0.7966268992	0.8408377888
95	45321		0.3940873600	0.7848748192	0.8393364640
96	51234		0.1614648320	0.6764808704	0.7335278240
97	51243		0.1648993280	0.6955679936	0.7397768864
98	51324		0.4249178240	0.7939262720	0.8397878048
99	51342		0.4050325760	0.7979943872	0.8383927904
100	51423		0.2231383040	0.7188881408	0.7610435936
101	51432		0.2319180800	0.7349595872	0.7732721120
102	52134		0.2690535680	0.7264841792	0.7935413024
103	52143		0.2598199040	0.7415064800	0.7953914912
104	52314		0.3997192640	0.7703297264	0.8329974464
105	52341		0.3971528960	0.7725796544	0.8332829408
106	52413		0.2131919360	0.6989463152	0.7534351712
107	52431		0.2175580160	0.6835706432	0.7516253792
108	53124		0.2847704000	0.7576073696	0.7991201408
109	53142		0.2723504000	0.7660887680	0.8017850912
110	53214		0.1662080000	0.6917302640	0.7375300256
111	53241		0.1685312000	0.6973004192	0.7411215776
112	53412		0.2262560000	0.7341194336	0.7701227744
113	53421		0.2283776000	0.7175703104	0.7623819872
114	54123		0.2828307200	0.7504740128	0.7980067232
115	54132		0.2877415040	0.7610735168	0.8053311776
116	54213		0.1650321920	0.6851723408	0.7371335072
117	54231		0.1621222400	0.6669207296	0.7327312544
118	54312		0.4101288320	0.7895402432	0.8387437472
119	54321		0.4298426240	0.7843907072	0.8398976672
========================= 2019-03-22.23:39:18 ==========================
